Enfoque,RMSE,MAE,R2,MAPE_%_filtrado,sMAPE_%,RMSE_circular_rad,MAE_circular_rad,RMSE_circular_deg,MAE_circular_deg
Antes (vec_direction estandarizado),0.6151409186017459,0.27573909579913836,0.8250254956321883,19.789405102923403,39.3068328499615,0.49939733950535914,0.2552080051617567,28.613359853718972,14.622341593721586
Después (sin/cos + arctan2),0.7125062763327027,0.24998245228612515,0.7652514453782309,19.02745753013581,36.39400971149321,0.24929793946855747,0.17907642144200075,14.283719772856212,10.260323158932684
