;storm_code;shear_kt;sst_c;rh_pct;heat_content;storm_bearing_deg;storm_motion_kt;lat_hurdat2;lon_hurdat2;lat_s;lon_s
1717;AL132022;22;29.2;44;43;0;0;30.2;-76.2;30.2;-76.2
1718;AL132022;20;29.1;43;41;0;2;30.4;-76.3;30.4;-76.2
1719;AL132022;24;29.1;43;40;344;1;30.7;-76.4;30.5;-76.4
1720;AL132022;29;28.9;44;35;335;5;31.1;-76.6;31.1;-76.6
1721;AL132022;27;28.6;50;41;335;5;31.7;-77;31.8;-77
1722;AL132022;26;28.5;55;31;290;5;32;-77.8;32;-77.6
1723;AL132022;15;28.4;61;10;310;6;32.2;-78.3;32.2;-78.3
1724;AL142022;14;27.2;72;8;310;13;16.8;-24.5;16.8;-24.4
1725;AL142022;16;27;72;5;300;13;17.2;-25.8;17.4;-25.8
1726;AL142022;16;27;72;5;280;12;17.4;-27.3;17.5;-26.9
1727;AL142022;18;26.9;74;9;275;14;17.5;-28.7;17.5;-28.7
1728;AL142022;18;26.9;74;11;275;12;17.6;-29.8;17.6;-29.8
1729;AL142022;21;27;71;3;275;11;17.7;-30.8;17.7;-30.8
1730;AL142022;27;27;69;2;275;11;17.8;-31.8;17.8;-31.9
1731;AL142022;26;26.9;66;2;285;10;18;-32.8;18.2;-32.8
1732;AL142022;24;26.9;61;5;280;10;18.3;-33.8;18.3;-33.8
1733;AL142022;20;26.8;57;6;280;11;18.5;-34.9;18.7;-35
1734;AL142022;21;26.9;55;14;270;13;18.4;-36.2;18.5;-36.4
1735;AL142022;16;27;51;14;265;12;18.3;-37.4;18.3;-37.6
1736;AL142022;16;27.1;49;15;265;11;18.2;-38.6;18.3;-38.5
1737;AL142022;12;27.2;49;12;265;11;18.1;-39.7;18.1;-39.8
1738;AL142022;12;27.2;50;8;265;10;17.9;-40.7;18.1;-40.7
1739;AL142022;14;27.3;49;8;260;10;17.9;-41.8;17.7;-41.7
1740;AL142022;14;27.4;46;13;270;10;18;-42.9;18;-42.8
1741;AL142022;12;27.5;44;18;275;13;18.1;-44.3;18.2;-44.3
1742;AL142022;11;27.7;43;24;275;13;18.1;-45.6;18.2;-45.6
1743;AL142022;10;27.9;45;33;270;13;18.2;-46.8;18.2;-47
1744;AL142022;11;27.9;46;27;275;10;18.4;-47.8;18.3;-47.7
1745;AL142022;9;28.1;47;22;295;10;19;-48.9;19.1;-48.6
1746;AL142022;8;28.2;48;25;290;11;19.7;-50.3;19.5;-49.9
1747;AL142022;11;28.3;51;31;290;15;20;-52.1;20;-52.1
1748;AL142022;15;28.4;52;53;275;16;20;-53.7;20;-53.7
1749;AL142022;15;28.4;54;39;270;12;20;-54.9;20;-54.7
1750;AL142022;12;28.5;56;28;270;12;20;-56;19.9;-56
1751;AL142022;13;28.6;57;28;270;10;20.2;-56.9;20;-57
1752;AL142022;11;28.7;58;31;295;6;20.8;-57.5;20.4;-57.2
1753;AL142022;9;29;60;33;325;8;21.5;-58.2;21.4;-58
1754;AL142022;8;29.3;59;41;320;13;22.5;-59.2;22.5;-58.9
1755;AL142022;8;29.4;54;50;320;14;23.5;-60.3;23.5;-60.2
1756;AL142022;15;29.7;58;53;305;16;24.4;-61.7;24.5;-61.9
1757;AL142022;18;29.8;60;62;305;14;25.3;-62.9;25;-62.8
1758;AL142022;16;29.9;60;47;315;14;26.4;-63.7;26.4;-63.7
1759;AL142022;13;29.8;57;34;320;12;27.3;-64.3;27.3;-64.3
1760;AL142022;13;29.8;59;29;330;10;28.2;-64.9;28.1;-64.8
1761;AL142022;19;29.8;60;32;340;11;29.2;-65.3;29.2;-65.3
1762;AL142022;19;29.6;58;23;0;11;30.3;-65.3;30.3;-65.3
1763;AL142022;18;29.4;57;27;45;9;31.5;-64.8;31;-64.6
1764;AL142022;17;29;57;22;35;16;32.2;-63.3;32.3;-63.6
1765;AL142022;21;28.5;53;17;55;15;32.9;-61.5;33.1;-62.1
1766;AL142022;22;27.8;45;13;60;22;33.8;-59.3;34.2;-59.3
1767;AL142022;33;27;40;2;55;38;35.8;-55.1;36.4;-55.5
1768;AL142022;46;26.3;36;0;55;42;38.1;-50.4;38.7;-50.1
1769;AL152022;8;28.6;62;9;275;10;13.6;-27.8;13.5;-28.1
1770;AL152022;8;28.5;62;9;285;8;13.9;-28.4;13.9;-28.6
1771;AL152022;9;28.4;62;11;285;8;14.4;-29.3;14.1;-29.3
1772;AL152022;6;28.1;61;12;300;10;15.1;-30;15;-30
1773;AL152022;3;27.7;62;9;320;11;16;-30.7;16;-30.6
1774;AL152022;9;27.4;59;4;320;10;16.7;-31.3;16.8;-31.4
1775;AL152022;12;27.2;59;2;315;8;17.2;-31.7;17.3;-31.9
1776;AL152022;15;27.1;60;2;320;7;17.7;-32.1;17.7;-32.2
1777;AL152022;15;26.9;58;1;325;6;18.3;-32.4;18.2;-32.3
1778;AL152022;20;26.8;55;1;330;6;18.9;-32.7;18.9;-32.6
1779;AL152022;22;26.6;53;1;325;7;19.3;-33.3;19.5;-33.5
1780;AL152022;28;26.6;53;2;310;6;19.7;-33.8;19.7;-33.8
1781;AL152022;28;26.4;51;2;320;7;20.3;-34.2;20.3;-34.2
1782;AL152022;30;26.3;48;2;320;7;20.9;-34.8;20.9;-34.8
1783;AL152022;37;26.2;49;5;320;8;21.5;-35.4;21.5;-35.4
1784;AL152022;40;26.3;44;1;315;8;22;-35.9;22.1;-36.1
1785;AL152022;41;26.3;42;0;315;6;22.4;-36.3;22.4;-36.3
1786;AL152022;43;26.4;39;1;315;7;22.9;-36.8;22.9;-36.8
1787;AL152022;39;26.4;36;1;320;6;23.6;-37.4;23.5;-37.4
1788;AL152022;34;26.5;33;2;320;9;24.4;-38.1;24.4;-38.1
1789;AL152022;32;26.6;29;4;310;10;24.9;-39.2;24.9;-39.2
1790;AL152022;26;26.7;27;4;305;11;25.4;-40.4;25.4;-40.4
1791;AL142016;9;29.3;52;27;275;20;13.4;-59.8;13.2;-59.8
1792;AL142016;4;29.3;54;43;280;16;13.6;-61.2;13.7;-61.3
1793;AL142016;8;29.3;53;45;280;15;13.9;-62.6;13.9;-62.4
1794;AL142016;13;29.4;52;54;275;14;14;-64;13.9;-64
1795;AL142016;18;29.4;53;74;275;14;14.1;-65.5;14.1;-65.5
1796;AL142016;19;29.3;56;74;270;15;14.2;-66.9;14.2;-67.1
1797;AL142016;19;29.2;59;82;270;13;14.2;-68.1;14.2;-68.1
1798;AL142016;19;29;59;103;265;12;14;-69.3;14.1;-69.3
1799;AL142016;17;28.8;61;71;255;11;13.8;-70.4;13.8;-70.4
1800;AL142016;17;28.6;61;44;255;9;13.5;-71.2;13.5;-71.3
1801;AL142016;15;28.5;64;34;255;9;13.4;-71.9;13.4;-72
1802;AL142016;21;28.5;66;30;260;6;13.4;-72.5;13.3;-72.5
1803;AL142016;19;28.6;70;27;270;6;13.4;-73.1;13.4;-73.1
1804;AL142016;15;28.5;74;26;265;3;13.4;-73.3;13.2;-73.3
1805;AL142016;17;28.6;76;28;285;2;13.5;-73.5;13.5;-73.4
1806;AL142016;14;28.6;76;31;310;4;13.7;-73.9;13.7;-73.9
1807;AL142016;9;28.7;78;41;305;5;14;-74.3;14;-74.4
1808;AL142016;6;28.8;75;47;315;4;14.2;-74.7;14.3;-74.7
1809;AL142016;5;28.8;73;50;315;4;14.5;-75;14.5;-75
1810;AL142016;7;28.9;72;59;0;4;14.9;-75;14.9;-75
1811;AL142016;6;29.1;74;70;5;5;15.4;-75;15.4;-74.9
1812;AL142016;9;29.2;74;88;5;5;15.9;-74.9;15.9;-74.9
1813;AL142016;7;29.3;74;84;15;7;16.6;-74.6;16.6;-74.6
1814;AL142016;7;29.5;76;78;15;8;17.5;-74.4;17.4;-74.5
1815;AL142016;6;29.7;72;22;10;9;18.4;-74.3;18.5;-74.3
1816;AL142016;5;29.7;74;86;5;9;19.3;-74.3;19.4;-74.3
1817;AL142016;11;29.7;72;35;0;8;20.1;-74.3;20.1;-74.3
1818;AL142016;13;29.6;73;87;0;7;20.7;-74.4;20.7;-74.4
1819;AL142016;15;29.6;73;96;345;8;21.4;-74.8;21.5;-74.9
1820;AL142016;12;29.6;74;81;335;8;22.2;-75.4;22.2;-75.4
1821;AL142016;10;29.8;73;63;325;9;23;-76;23;-76
1822;AL142016;9;29.9;71;59;320;10;23.8;-76.7;23.8;-76.7
1823;AL142016;7;30;71;58;325;10;24.7;-77.5;24.6;-77.4
1824;AL142016;10;29.9;71;54;325;11;25.7;-78.3;25.7;-78.3
1825;AL142016;12;29.7;72;49;325;12;26.7;-79;26.6;-78.9
1826;AL142016;16;29.4;66;39;325;12;27.7;-79.7;27.7;-79.7
1827;AL142016;14;29.1;67;27;330;12;28.9;-80.3;28.9;-80.3
1828;AL142016;18;28.7;67;22;335;11;29.7;-80.7;29.7;-80.7
1829;AL142016;25;28.2;65;18;5;9;30.7;-80.6;30.7;-80.6
1830;AL142016;29;27.7;58;5;0;10;31.6;-80.6;31.6;-80.6
1831;AL142016;29;27.5;53;32;35;10;32.5;-79.9;32.5;-79.9
1832;AL142016;36;27.4;45;19;25;11;33.5;-79;33.6;-79
1833;AL142016;42;27.2;39;3;75;14;33.9;-77.3;33.9;-77.3
1834;AL142016;49;26.7;37;36;55;14;34.7;-76;34.8;-75.8
1835;AL142016;50;27.1;34;14;70;13;35;-74.5;35.1;-74.4
1836;AL142016;48;27.5;33;13;80;12;35.2;-72.8;35.2;-72.9
1837;AL172022;34;29.3;54;35;310;5;23.5;-60.3;23.5;-60
1838;AL172022;35;29.4;53;39;305;8;23.8;-60.7;23.9;-60.7
1839;AL172022;37;29.4;56;46;300;6;24.1;-61.2;24.1;-61.2
1840;AL172022;34;29.5;55;52;300;5;24.4;-61.7;24.3;-61.6
1841;AL172022;31;29.6;56;57;295;7;24.7;-62.5;24.7;-62.5
1842;AL172022;21;29.6;55;54;295;7;25.1;-63.3;25;-63.2
1843;AL172022;23;29.5;55;43;320;9;25.7;-63.9;25.7;-63.9
1844;AL172022;23;29.4;57;36;315;8;26.2;-64.5;26.2;-64.5
1845;AL172022;23;29.3;53;28;325;5;26.7;-64.8;26.6;-64.7
1846;AL172022;24;29.2;54;23;330;7;27.3;-65.1;27.4;-65.1
1847;AL172022;28;29.2;54;25;0;0;27.5;-65.2;27.4;-65.2
1848;AL172022;35;29.2;51;25;0;0;27.6;-65.2;27.4;-65.2
1849;AL172022;40;29.1;48;20;0;1;27.6;-65.2;27.7;-65.2
1850;AL172022;42;29.3;45;25;195;3;27.2;-65.3;27.2;-65.3
1851;AL172022;44;29.5;44;29;180;6;26.6;-65.4;26.6;-65.3
1852;AL172022;44;29.6;39;35;190;6;26;-65.5;26.1;-65.5
1853;AL172022;47;29.8;41;38;190;6;25.5;-65.6;25.4;-65.7
1854;AL172022;43;29.9;44;42;190;6;25;-65.7;24.9;-65.8
1855;AL172022;37;29.9;48;45;185;5;24.6;-65.6;24.6;-65.7
1856;AL172022;33;29.9;53;49;180;4;24.1;-65.5;24.3;-65.7
1857;AL172022;30;29.9;56;54;165;3;24;-65.4;24;-65.4
1858;AL172022;26;29.9;59;53;0;1;24.1;-65.3;24.1;-65.3
1859;AL172022;22;29.9;62;53;0;0;24.3;-65.2;24.1;-65.3
1860;AL172022;27;29.8;60;43;0;5;24.8;-65.2;24.8;-65.2
1861;AL172022;29;29.2;60;39;0;4;25.4;-65.2;25.4;-65.2
1862;AL172022;21;29.1;60;35;355;6;26;-65.3;26;-65.3
1863;AL172022;11;29;61;31;350;6;26.5;-65.5;26.6;-65.5
1864;AL172022;9;29;59;33;340;4;26.8;-65.6;26.9;-65.8
1865;AL172022;7;28.9;59;32;340;4;27.1;-65.8;27.1;-65.8
1866;AL172022;3;29;55;37;315;4;27.2;-66.2;27.3;-66.3
1867;AL172022;6;29;55;39;270;2;27.4;-66.6;27.3;-66.5
1868;AL172022;10;29;53;42;295;4;27.6;-66.8;27.6;-67
1869;AL172022;6;28.9;54;38;340;4;28;-66.9;28;-66.9
1870;AL172022;13;28.7;53;31;0;7;28.7;-66.8;28.7;-66.8
1871;AL172022;19;28.5;52;17;15;9;29.6;-66.5;29.6;-66.5
1872;AL172022;27;28.2;50;7;15;10;30.6;-66.2;30.6;-66.2
1873;AL172022;28;27.8;51;5;35;13;31.6;-65.3;31.6;-65.1
1874;AL172022;35;27.4;45;7;40;16;33;-63.9;33;-63.9
1875;AL172022;44;27;44;4;55;18;34;-62.1;34;-62.1
1876;AL172022;41;26.5;42;1;50;18;34.9;-60.5;35;-60.2
1877;AL172022;48;26.2;43;0;60;16;35.6;-58.9;35.6;-58.9
1878;AL172022;46;25.8;42;0;65;17;36.4;-56.5;36.2;-56.6
1879;AL172022;49;25.6;42;0;65;21;37.2;-54.2;37.1;-54.1
1880;AL172022;51;25.6;41;0;65;19;38;-52.6;37.9;-52.5
1881;AL172022;42;25.2;43;0;55;17;38.7;-51.1;38.9;-50.6
1882;AL172022;44;24.8;44;0;55;13;39;-49.8;39.4;-49.8
1883;AL172022;34;24.5;52;0;70;10;39.3;-48.7;39.4;-48.7
1884;AL172022;25;24.5;56;0;80;8;39.1;-48;39.1;-48
1885;AL172022;26;24.5;55;0;110;6;38.9;-47.2;38.9;-47.2
1886;AL172022;24;24;52;0;65;11;39.4;-46.4;39.4;-45.9
1887;AL172022;19;23.7;51;0;40;8;40.1;-45.8;40.1;-45.8
1888;AL172022;10;23.4;50;0;35;7;40.6;-45.5;40.7;-45.5
1889;AL172022;5;22.9;51;0;25;5;40.9;-45.1;40.9;-45.3
1890;AL172022;6;21.7;52;0;50;15;41.8;-43.6;41.8;-43.6
1891;AL172022;6;19.8;53;0;35;22;43.5;-41.9;43.6;-42
1892;AL172022;5;17.1;50;0;35;23;45.6;-39.7;45.5;-39.8
1893;AL162016;17;29;60;38;0;0;11.3;-79.2;11.5;-79.3
1894;AL162016;17;29;59;41;0;0;11.1;-79.1;11.3;-79.2
1895;AL162016;21;29;60;44;180;1;10.8;-79.1;11;-79.2
1896;AL162016;22;29;61;47;155;2;10.6;-79.1;10.7;-79
1897;AL162016;15;28.9;59;48;185;3;10.4;-79.2;10.4;-79.2
1898;AL162016;17;28.9;60;48;270;2;10.5;-79.4;10.4;-79.4
1899;AL162016;14;29;63;44;290;2;10.6;-79.6;10.6;-79.6
1900;AL162016;19;29;64;39;290;4;10.8;-80;10.8;-80.2
1901;AL162016;17;29;65;37;285;4;11;-80.4;11;-80.5
1902;AL162016;13;29.1;66;33;285;6;11.2;-81.1;11.2;-81
1903;AL162016;13;29.1;64;35;280;8;11.2;-81.8;11.2;-81.8
1904;AL162016;10;29.2;68;36;270;7;11.1;-82.4;11.2;-82.4
1905;AL162016;9;29.2;67;23;265;6;11;-83;11;-82.9
1906;AL162016;9;29;69;3;270;8;11;-83.9;11;-83.8
1907;AL162016;15;28.4;68;18;270;10;10.9;-84.9;11;-85
1908;AL022023;25;20.3;55;0;55;6;32.1;-40.4;32.1;-40.8
1909;AL022023;23;19.8;58;0;45;9;32.8;-39.6;32.8;-39.5
1910;AL022023;23;19.3;59;0;15;10;33.8;-39.2;33.8;-39.3
1911;AL022023;16;18.6;57;0;15;11;35.4;-39.6;35.5;-39.6
1912;AL022023;9;18.2;53;0;350;15;37.3;-40.7;37.3;-40.7
1913;AL022023;5;17.8;51;0;315;25;39;-43;39;-43
1914;AL022023;12;16.8;56;0;285;28;40;-46.3;39.9;-46.5
1915;AL022023;9;16.9;58;0;290;24;39.9;-49.3;39.9;-49.3
1916;AL032023;2;28.3;63;40;280;20;7.5;-49.6;7.3;-49.4
1917;AL032023;5;28.3;62;48;280;20;7.8;-51.7;7.7;-51.4
1918;AL032023;10;28;63;25;280;20;8.1;-53.9;8.2;-53.5
1919;AL032023;6;28.3;65;30;280;22;8.6;-56.5;8.5;-55.9
1920;AL032023;2;28.4;67;20;280;22;9.2;-58.9;8.7;-58.2
1921;AL032023;10;28;69;11;285;23;9.7;-60.5;9.7;-60.4
1922;AL032023;15;27.6;70;5;285;19;10.4;-62.1;10.3;-62.1
1923;AL042023;29;28.2;67;8;350;8;23.6;-88.6;24.3;-88.4
1924;AL042023;30;28.1;68;8;340;1;24;-89.2;24;-89.2
1925;AL042023;29;28.1;67;9;315;7;24.4;-89.8;24.5;-89.9
1926;AL042023;23;28.1;64;11;315;9;25;-90.3;25.5;-90.6
1927;AL042023;25;28;68;10;320;4;25.6;-90.6;25.7;-90.7
1928;AL042023;28;28;65;7;335;5;26.2;-90.9;26.2;-90.7
1929;AL042023;27;28;56;7;320;8;26.8;-91.5;26.9;-91.5
1930;AL042023;24;28;54;11;310;9;27.3;-92.3;27.4;-92.4
1931;AL042023;21;28.1;54;11;305;8;27.8;-93;27.8;-92.9
1932;AL042023;19;28.1;52;5;315;6;28.5;-93.4;28.3;-93.3
1933;AL042023;15;28;51;17;350;8;29.4;-93.6;29.2;-93.6
1934;AL042023;8;27.4;54;13;345;9;30.5;-93.8;30.5;-93.6
1935;AL042017;6;26.3;68;11;295;10;12.4;-38.6;12.6;-37.7
1936;AL042017;8;26.1;64;4;290;12;12.8;-40.3;12.9;-38.9
1937;AL042017;8;26.4;60;6;280;16;13.3;-42.2;13;-41.7
1938;AL042017;8;26.8;59;10;275;20;13.8;-44.1;13;-44
1939;AL042017;6;26.9;57;16;275;20;14.3;-46;13.2;-45.8
1940;AL042017;4;26.9;53;9;285;19;14.8;-47.9;14.8;-47.9
1941;AL042017;4;27.3;48;18;285;20;15.4;-49.7;15.3;-50
1942;AL052023;5;28.6;64;26;275;16;11;-52.2;11;-52.3
1943;AL052023;3;28.7;62;41;280;16;11.2;-53.8;11.2;-53.8
1944;AL052023;3;28.7;59;47;280;16;11.3;-55.4;11.4;-55.4
1945;AL052023;7;28.7;57;53;275;16;11.4;-57.1;11.4;-57
1946;AL072023;27;30.1;46;62;105;7;27.5;-83.1;27.5;-83.3
1947;AL072023;12;29.9;47;47;80;9;27.5;-82.2;27.6;-82.2
1948;AL072023;16;29.8;46;43;110;7;27.5;-81.3;27.4;-81.5
1949;AL072023;20;29.3;46;3;80;8;27.8;-80.4;27.9;-80.5
1950;AL072023;14;28.7;46;21;50;14;28.7;-79.5;28.9;-79.4
1951;AL072023;10;28.9;47;41;50;13;29.7;-78.6;29.8;-78.3
1952;AL072023;15;28.9;48;41;15;8;30.7;-78.1;30.7;-78.1
1953;AL082023;13;28.9;73;32;290;11;15.5;-81.5;15.2;-81.5
1954;AL082023;7;29.1;72;37;295;11;16.1;-82.7;16.1;-82.7
1955;AL082023;15;29.4;71;46;300;12;16.7;-83.6;16.8;-83.7
1956;AL082023;13;29.6;66;63;300;12;17.4;-84.4;17.4;-84.6
1957;AL082023;6;29.8;66;73;310;11;18.1;-85.3;18.1;-85.3
1958;AL082023;6;29.7;64;85;305;13;18.8;-86.6;18.8;-86.6
1959;AL082023;6;29.6;64;86;295;13;19.2;-87.9;19.1;-87.9
1960;AL082023;9;29.7;65;56;290;11;19.6;-88.9;19.5;-89
1961;AL082023;8;29.8;66;49;295;10;19.9;-89.8;20.1;-89.8
1962;AL082023;5;29.9;67;36;285;9;20.2;-90.9;20.1;-90.8
1963;AL082023;8;30;68;32;280;11;20.4;-92.2;20.4;-92.1
1964;AL082023;14;30.1;70;36;270;12;20.2;-93.3;20.2;-93.4
1965;AL082023;18;30.1;73;49;270;11;20.2;-94.4;20.1;-94.4
1966;AL082023;20;30.1;71;58;270;11;20.3;-95.5;20.3;-95.5
1967;AL082023;21;30.1;73;33;260;12;20;-96.8;20;-96.8
1968;AL082023;20;30.1;77;17;260;12;19.8;-98.3;19.8;-98.3
1969;AL062023;8;29.3;50;38;325;9;24.9;-70;24.7;-69.7
1970;AL062023;1;29.4;46;33;330;11;25.8;-70.6;25.9;-70.6
1971;AL062023;7;29.4;46;34;330;12;26.8;-71.2;27.2;-71.3
1972;AL062023;8;29.4;47;34;335;10;27.7;-71.6;27.7;-71.6
1973;AL062023;7;29.3;47;30;345;8;28.5;-71.9;28.5;-71.8
1974;AL062023;13;29.1;49;28;340;8;29.2;-72.1;29.3;-72.1
1975;AL062023;14;29.2;50;28;350;7;29.7;-72.2;29.9;-72.2
1976;AL062023;13;29.2;50;29;350;6;30.2;-72.3;30.2;-72.3
1977;AL062023;16;29;49;32;0;6;30.8;-72.3;30.8;-72.3
1978;AL062023;20;28.9;48;34;355;5;31.5;-72.3;31.3;-72.4
1979;AL062023;18;28.6;52;35;10;8;32.3;-72.1;32.3;-72.3
1980;AL062023;16;28.2;54;26;15;8;33.2;-71.8;33.1;-71.8
1981;AL062023;15;27.9;53;8;30;10;34.2;-71;34.1;-71.1
1982;AL062023;16;28;49;12;45;16;35.4;-69.5;35.4;-69.5
1983;AL062023;15;27.5;45;22;50;21;36.8;-67.1;36.8;-67.1
1984;AL062023;16;27.5;39;16;55;26;38.2;-64.1;38.2;-64.1
1985;AL062023;27;27;35;9;65;30;39.4;-60.4;39.5;-60.3
1986;AL062023;36;25.7;39;0;65;34;40.7;-56.2;40.7;-56
1987;AL062023;36;21.9;43;0;65;34;42.2;-52;42.2;-52
1988;AL062023;48;16.6;47;0;60;34;44;-48;44;-48
1989;AL092017;14;28.7;50;41;265;14;13;-55;13;-55
1990;AL092017;13;28.8;48;62;270;16;13;-56.6;13;-56.6
1991;AL092017;12;28.9;47;60;270;16;13;-58.4;13;-58.3
1992;AL092017;16;28.9;49;63;270;18;13.1;-60.3;13;-60.3
1993;AL092017;17;28.9;45;53;275;19;13.2;-62.2;13.3;-62.1
1994;AL092017;18;28.9;48;46;280;15;13.4;-64;13.7;-63.2
1995;AL092017;19;28.9;47;36;275;17;13.5;-65.7;13.7;-65
1996;AL092017;23;28.9;51;59;275;19;13.7;-67.5;13.8;-67
1997;AL092017;20;28.8;52;69;275;19;13.8;-69.2;14;-69
1998;AL092017;16;28.6;54;45;275;19;14;-71;14.2;-70.8
1999;AL092017;15;28.6;54;46;275;20;14.2;-72.9;14.5;-73.3
2000;AL092017;11;28.6;57;91;275;21;14.4;-75;14.7;-75.5
2001;AL092017;13;28.7;65;55;270;17;14.7;-76.8;13.8;-76.7
2002;AL092017;11;28.6;66;57;280;17;15.1;-78.6;14.9;-78.4
2003;AL092017;8;28.7;64;70;285;18;15.7;-80.5;15.5;-80.4
2004;AL092017;10;29.2;65;43;290;18;16.4;-82.5;16.3;-82.3
2005;AL092017;12;29.5;63;52;290;19;17.3;-84.6;17;-84.5
2006;AL092017;7;29.4;68;86;295;23;18;-86.4;18.2;-87
2007;AL092017;6;29.3;69;82;295;18;18.6;-87.8;18.6;-87.8
2008;AL092017;5;29.1;69;47;295;16;19.4;-88.8;19.4;-89.2
2009;AL092017;4;28.9;68;18;305;13;20;-89.7;20.3;-89.8
2010;AL092017;7;28.9;69;32;305;12;20.5;-90.7;20.8;-90.9
2011;AL092017;10;29;70;29;300;9;20.9;-91.6;20.8;-91.5
2012;AL092017;8;29.4;69;32;305;11;21.4;-92.3;21.4;-92.5
2013;AL092017;7;29.5;67;32;0;0;21.6;-92.4;21.5;-92.5
2014;AL092017;11;29.5;70;33;0;2;22;-92.5;21.7;-92.4
2015;AL092017;13;30;69;46;350;4;22.8;-92.6;22.6;-92.6
2016;AL092017;8;30.5;68;65;345;9;23.7;-93.1;23.8;-93
2017;AL092017;9;30.6;67;71;335;10;24.4;-93.6;24.4;-93.6
2018;AL092017;11;30.4;67;70;315;9;25;-94.4;24.9;-94.3
2019;AL092017;13;30;68;83;315;9;25.6;-95.1;25.6;-95.1
2020;AL092017;8;29.6;68;50;315;9;26.3;-95.8;26.4;-95.9
2021;AL092017;10;29.4;69;33;325;9;27.1;-96.3;27.1;-96.3
2022;AL092017;16;29.3;67;16;325;7;27.8;-96.8;27.8;-96.8
2023;AL092017;13;29.3;68;44;325;5;28.2;-97.1;28.2;-97.1
2024;AL092017;10;29.5;67;49;335;6;28.7;-97.3;28.7;-97.2
2025;AL092017;12;29.6;70;51;330;5;29;-97.5;29.1;-97.6
2026;AL092017;18;29.6;68;51;60;2;29.2;-97.4;29.2;-97.4
2027;AL092017;23;29.6;66;43;0;0;29.3;-97.6;29.3;-97.5
2028;AL092017;17;29.5;65;50;160;2;29.1;-97.5;29;-97.5
2029;AL092017;17;29.6;62;51;120;2;29;-97.2;29;-97.2
2030;AL092017;26;29.6;61;53;120;3;28.8;-96.8;28.9;-96.8
2031;AL092017;30;29.7;59;54;120;4;28.6;-96.5;28.7;-96.4
2032;AL092017;27;29.7;57;10;125;4;28.5;-96.2;28.5;-96.1
2033;AL092017;27;29.8;56;9;110;3;28.4;-95.9;28.6;-95.9
2034;AL092017;34;30.1;54;23;120;4;28.1;-95;28;-95
2035;AL092017;28;30.4;52;27;105;4;28.2;-94.6;28.2;-94.6
2036;AL092017;25;30.6;46;30;45;4;28.5;-94.2;29.1;-94.4
2037;AL092017;27;30.6;48;38;55;5;28.9;-93.8;28.7;-93.9
2038;AL092017;24;30.8;47;28;30;6;29.4;-93.6;29.3;-93.5
2039;AL092017;22;30.6;41;55;10;8;30.1;-93.4;30.2;-93.5
2040;AL092017;21;30.3;39;43;20;7;30.6;-93.1;30.6;-93.3
2041;AL092017;19;29.4;38;0;30;7;31.3;-92.6;31.3;-92.6
2042;AL112017;3;27.5;70;6;280;16;16.3;-29.7;16.4;-29.8
2043;AL112017;3;27.4;69;7;275;13;16.3;-30.8;16.3;-30.7
2044;AL112017;3;27.4;65;10;270;10;16.3;-31.7;16.3;-31.8
2045;AL112017;5;27.3;64;9;275;10;16.4;-32.5;16.4;-32.4
2046;AL112017;5;27.3;62;7;280;9;16.7;-33.4;16.7;-33.4
2047;AL112017;2;27.2;63;5;290;9;17.1;-34.2;17.1;-34.3
2048;AL112017;4;27.1;59;3;295;9;17.5;-35.1;17.5;-35.1
2049;AL112017;3;26.9;55;14;300;10;17.9;-36.1;18;-36
2050;AL112017;4;26.7;59;1;295;10;18.4;-37.3;18.3;-37.2
2051;AL112017;5;26.5;53;5;290;12;18.8;-38.5;18.8;-38.5
2052;AL112017;9;26.5;50;10;290;12;19.1;-39.7;19.1;-39.8
2053;AL112017;6;26.6;51;13;270;12;19.1;-41.1;19.1;-41.1
2054;AL112017;7;26.8;50;17;265;13;18.9;-42.6;18.9;-42.5
2055;AL112017;7;26.9;49;18;265;14;18.7;-44.1;18.7;-44
2056;AL112017;8;27.1;47;13;260;14;18.5;-45.5;18.4;-45.6
2057;AL112017;7;27.4;53;19;260;13;18.2;-46.7;18.2;-46.9
2058;AL112017;9;27.6;51;23;255;12;17.9;-47.9;17.8;-47.9
2059;AL112017;7;27.8;56;24;260;12;17.6;-49.2;17.8;-49.2
2060;AL112017;4;28.2;55;28;255;12;17.3;-50.4;17.3;-50.4
2061;AL112017;2;28.5;55;45;255;12;17;-51.5;17;-51.7
2062;AL112017;6;28.7;55;49;255;11;16.8;-52.6;16.8;-52.6
2063;AL112017;10;29;53;43;260;11;16.7;-53.9;16.7;-53.9
2064;AL112017;8;29.2;53;45;270;11;16.6;-55.1;16.7;-55.1
2065;AL112017;5;29.4;55;53;265;12;16.6;-56.4;16.6;-56.4
2066;AL112017;12;29.4;55;56;270;13;16.7;-57.8;16.7;-57.8
2067;AL112017;7;29.4;56;59;275;13;16.9;-59.2;16.9;-59.2
2068;AL112017;1;29.4;58;56;280;12;17.3;-60.6;17.2;-60.4
2069;AL112017;4;29.3;54;54;285;14;17.7;-61.9;17.7;-61.9
2070;AL112017;6;29.3;53;76;290;14;18.1;-63.3;18.1;-63.3
2071;AL112017;4;29.4;58;17;285;14;18.6;-64.7;18.5;-64.7
2072;AL112017;6;29.4;54;58;290;14;19.2;-66.2;19.1;-66
2073;AL112017;9;29.4;53;72;290;15;19.7;-67.6;19.7;-67.7
